parent_id	pH	pH min	pH max	half-life	half-life min	half-life max	half-life units	rate (k_1)	rate (k_1) min	rate (k_1) max	rate units	reaction	temperature (deg C)	activation (kcal/mol)	citation	comments	doi
77	7							1.1			sec^-1	Acid Halide Hydrolysis	25	19.05	Song, B.D.; Jencks, W.P.  J. Am. Chem. Soc., 1989, 111, 8470-8479.	table 2, column 2, solvent = water	10.1021/ja00204a021
76	7							0.0018			sec^-1	Acid Halide Hydrolysis	25	19.05	Song, B.D.; Jencks, W.P.  J. Am. Chem. Soc., 1989, 111, 8470-8479.	table 2, column 1, solvent = water	10.1021/ja00204a021
176	5.4							1.3e-06			sec^-1	Nitrile Hydrolysis	20	19.97	Glezer V et. al Wat. Res. Vol. 33, 8, 1938-1948, 1999	final concentration of 20-50 ppm in o.1 N HCl, at 20 deg C	10.1016/s0043-1354(98)00361-3
176	7.2							1.2e-05			sec^-1	Nitrile Hydrolysis	20	19.97	Glezer V et. al Wat. Res. Vol. 33, 8, 1938-1948, 1999	final concentration of 20-50 ppm in o.1 N HCl, at 20 deg C	10.1016/s0043-1354(98)00361-3
176	8.7							0.00022			sec^-1	Nitrile Hydrolysis	20	19.97	Glezer V et. al Wat. Res. Vol. 33, 8, 1938-1948, 1999	final concentration of 20-50 ppm in o.1 N HCl, at 20 deg C	10.1016/s0043-1354(98)00361-3
188	7.17							7.7e-05			sec^-1	N-S Cleavage	28	25.8	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	8.39							0.000149			sec^-1	N-S Cleavage	8	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	1.97							1.79e-05			sec^-1	N-S Cleavage	28	29.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	pH independent first order in pH range 2-6	10.1021/jf60207a004
187	2.48							1.67e-05			sec^-1	N-S Cleavage	28	29.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	pH independent first order in pH range 2-6	10.1021/jf60207a004
187	3.39							1.87e-05			sec^-1	N-S Cleavage	28	29.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	pH independent first order in pH range 2-6	10.1021/jf60207a004
187	4.83							1.97e-05			sec^-1	N-S Cleavage	28	29.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	pH independent first order in pH range 2-6	10.1021/jf60207a004
187	5.16							1.87e-05			sec^-1	N-S Cleavage	28	29.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	pH independent first order in pH range 2-6	10.1021/jf60207a004
187	6.1							4.6e-05			sec^-1	N-S Cleavage	28	29.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	pH independent first order in pH range 2-6	10.1021/jf60207a004
187	7.07							6.5e-05			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	7.45							0.00015			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	7.66							0.000281			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	7.82							0.00039			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	7.93							0.00048			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	8.08							0.00065			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	8.25							0.0011			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	3.3							0.000357			sec^-1	N-S Cleavage	48	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045		10.1021/jf60207a004
187	4							1.8e-05			sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	average rate over pH 2-7, pH independent first-order	10.1021/jf60207a004
187	8							570			M^-1sec^-1	N-S Cleavage	28	23.4	Wolfe, N.L. et al. J Agric. Food Chem. 1976, 24, 1041-1045	average rate over pH 7-10, pH dependent second-order	10.1021/jf60207a004
187	5			0.4583333333333333			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	7			0.10833333333333334			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	9			0.0025			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	5			0.7833333333333333			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	7			0.2041666666666667			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	9			0.005763888888888889			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	5			0.4875			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	7			0.19583333333333333			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
187	9			0.005624999999999999			days				days	N-S Cleavage	25	25.8	EFSA Captan 2003 report		
121	5											Carbamate Hydrolysis	25	17.9	EFSA 128872 Carbendazim		
121	7											Carbamate Hydrolysis	25	17.9	EFSA 128872 Carbendazim		
121	9			54			days				days	Carbamate Hydrolysis	25	17.9	EFSA 128872 Carbendazim		
122	3											Carbamate Hydrolysis	25	17.9	EFSA 259200 Carbetamide		
122	6											Carbamate Hydrolysis	25	17.9	EFSA 259200 Carbetamide		
122	9			21			days				days	Carbamate Hydrolysis	25	17.9	EFSA 259200 Carbetamide		
122	3											Carbamate Hydrolysis	35	17.9	EFSA 259200 Carbetamide		
122	6											Carbamate Hydrolysis	35	17.9	EFSA 259200 Carbetamide		
122	9			6			days				days	Carbamate Hydrolysis	35	17.9	EFSA 259200 Carbetamide		
185	6.62			1.125			days				days	N-S Cleavage	30.5	25.8	deMelo Plese et al., Chemosphere 2005, 60, 149-156		10.1016/j.chemosphere.2005.02.049
185	3							0.012777777777777779			sec^-1	N-S Cleavage	26	25.8	Umetsu, N.; Kuwano, E.; Fukuto, T.R. J. Environ. Sci. Health 1980, B15(1), 1-23.		10.1080/03601238009372160
185	7							7.5e-07			sec^-1	N-S Cleavage	26	25.8	Umetsu, N.; Kuwano, E.; Fukuto, T.R. J. Environ. Sci. Health 1980, B15(1), 1-23.		10.1080/03601238009372160
185	9							2.4166666666666665e-07			sec^-1	N-S Cleavage	26	25.8	Umetsu, N.; Kuwano, E.; Fukuto, T.R. J. Environ. Sci. Health 1980, B15(1), 1-23.		10.1080/03601238009372160
185	5							6.666666666666667e-05			sec^-1	N-S Cleavage	26	25.8	Umetsu, N.; Kuwano, E.; Fukuto, T.R. J. Environ. Sci. Health 1980, B15(1), 1-23.		10.1080/03601238009372160
185	5			0.008333333333333333			days	2.84			hr^-1	N-S Cleavage	25	25.8	EFSA Carbosulfan 2004		
185	7			0.47500000000000003			days	0.061			hr^-1	N-S Cleavage	25	25.8	EFSA Carbosulfan 2004		
185	7.3			0.7583333333333333			days	0.038			hr^-1	N-S Cleavage	25	25.8	EFSA Carbosulfan 2004		
185	9			7.220833333333334			days	0.004			hr^-1	N-S Cleavage	25	25.8	EFSA Carbosulfan 2004		
66	7							5.5			sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001		
137	5			23			days				days	Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Chlorsulfuron, Dec. 12, 2007.	Dietrich, R.F. McAleer, N.C. 1989 (AMR 1455-89.161-1)	
137	7											Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Chlorsulfuron, Dec. 12, 2007.	Dietrich, R.F. McAleer, N.C. 1989 (AMR 1455-89.161-1)	
137	9											Sulfonylurea Hydrolysis	25	22.66	EFSA Draft Assessment Report for Chlorsulfuron, Dec. 12, 2007.	Dietrich, R.F. McAleer, N.C. 1989 (AMR 1455-89.161-1)	
144	4			7.7			days				days	Sulfonylurea Hydrolysis	25	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	7			495			days				days	Sulfonylurea Hydrolysis	25	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	9			533			days				days	Sulfonylurea Hydrolysis	25	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	5			22.8			days				days	Sulfonylurea Hydrolysis	25	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	6			119.5			days				days	Sulfonylurea Hydrolysis	25	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	4			3.4			days				days	Sulfonylurea Hydrolysis	30	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	5			9.3			days				days	Sulfonylurea Hydrolysis	30	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	6			49.5			days				days	Sulfonylurea Hydrolysis	30	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	7			462			days				days	Sulfonylurea Hydrolysis	30	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
144	9			407			days				days	Sulfonylurea Hydrolysis	30	22.66	Negre M., Baiocchi C., Gennari M., Pest Manag Sci 61:675–681 (2005 )		10.1002/ps.1037
5	2.98			0.02666666666666667			days	0.0003027777777777778			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	68	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	3.04			0.02125			days	0.0003805555555555556			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	3.12			0.021666666666666667			days	0.00037222222222222225			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	7.04			0.027083333333333334			days	0.0002972222222222222			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	68	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	7.16			0.021666666666666667			days	0.0003694444444444445			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	7.18			0.020833333333333332			days	0.00038888888888888887			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	9.74			0.020833333333333332			days	0.00038888888888888887			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	9.96			0.02291666666666667			days	0.00035			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	69	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	10.62			0.01958333333333333			days	0.00040555555555555554			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	68	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	7			0.05958333333333333			days	0.00013055555555555555			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	57	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	6.99			0.057499999999999996			days	0.0001388888888888889			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	57	24.89	J. J. Ellington et al. 1987 vol1_EPA/600/3-86/ 043		
5	7							2.5277777777777778e-06			sec^-1	Halogenated Aliphatics: Nucleophilic Substitution	25	24.89	Ellington1987vol1_EPA600_S3-86_043	extrapolated	
159	11.698970004336019							0.94			10^-3*s^-1	Lactone Hydrolysis	15	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.005M NaOH; rates reported as 10^3 kobs 	10.1016/j.saa.2006.08.023
159	12							2.03			10^-3*s^-1	Lactone Hydrolysis	15	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.01M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.301029995663981							4.19			10^-3*s^-1	Lactone Hydrolysis	15	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.02M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.477121254719663							6.83			10^-3*s^-1	Lactone Hydrolysis	15	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.03M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	11.698970004336019							1.63			10^-3*s^-1	Lactone Hydrolysis	20	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.005M NaOH; rates reported as 10^3 kobs 	10.1016/j.saa.2006.08.023
159	12							3.21			10^-3*s^-1	Lactone Hydrolysis	20	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.01M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.301029995663981							6.4			10^-3*s^-1	Lactone Hydrolysis	20	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.02M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.477121254719663							8.87			10^-3*s^-1	Lactone Hydrolysis	20	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.03M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	11.698970004336019							2.08			10^-3*s^-1	Lactone Hydrolysis	25	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.005M NaOH; rates reported as 10^3 kobs 	10.1016/j.saa.2006.08.023
159	12							4.31			10^-3*s^-1	Lactone Hydrolysis	25	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.01M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.301029995663981							9.15			10^-3*s^-1	Lactone Hydrolysis	25	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.02M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.477121254719663							13.2			10^-3*s^-1	Lactone Hydrolysis	25	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.03M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	11.698970004336019							3.12			10^-3*s^-1	Lactone Hydrolysis	30	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.005M NaOH; rates reported as 10^3 kobs 	10.1016/j.saa.2006.08.023
159	12							6.32			10^-3*s^-1	Lactone Hydrolysis	30	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.01M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.301029995663981							12.01			10^-3*s^-1	Lactone Hydrolysis	30	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.02M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.477121254719663							17.5			10^-3*s^-1	Lactone Hydrolysis	30	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.03M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	11.698970004336019							5.13			10^-3*s^-1	Lactone Hydrolysis	35	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.005M NaOH; rates reported as 10^3 kobs 	10.1016/j.saa.2006.08.023
159	12							9.12			10^-3*s^-1	Lactone Hydrolysis	35	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.01M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.301029995663981							19			10^-3*s^-1	Lactone Hydrolysis	35	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	.02M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	12.477121254719663							26.05			10^-3*s^-1	Lactone Hydrolysis	35	11.46961	El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	0.03M NaOH; rates reported as 10^3 kobs	10.1016/j.saa.2006.08.023
159	10.6							5.23			10^-5*s^-1	Lactone Hydrolysis	25	11.46961	Garrett E.R. et al J. Phar. Sci. 60(3) (1971) 396-405	.011M NaOH; Ea taken from El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	10.1002/jps.2600600312
159	10.78							5.62			10^-5*s^-1	Lactone Hydrolysis	25	11.46961	Garrett E.R. et al J. Phar. Sci. 60(3) (1971) 396-405	.015M NaOH;  Ea taken from El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	10.1002/jps.2600600312
159	10.97							7.78			10^-5*s^-1	Lactone Hydrolysis	25	11.46961	Garrett E.R. et al J. Phar. Sci. 60(3) (1971) 396-405	0.0185M NaOH;  Ea taken from El-Khatib R.M. et al Spectrochimica Acta Part A 67 (2007) 643–648	10.1002/jps.2600600312
159								1000			kobs	Lactone Hydrolysis			Garrett E.R. et al J. Phar. Sci. 60(3) (1971) 396-405		10.1002/jps.2600600312
189	7			0.9708333333333333			days				days	N-S Cleavage	25	25.8	HPVsummary (link broken when accessed on 01/21/16, alternate toxnet document provided which indirectly verifies the same rate)		
35	3.9							1.9e-09			sec^-1	Halogenated Aliphatics: Elimination	27	24.69	wolfe N.L. et al Environ. Sci. Technol. 11, 1077, 1977.	the pH 3.9 reaction was in five percent acetonitrle-water solvent; the pH 12.1 is second order rate, units in M-1s-1	
35	12.1							0.0099			M^-1 sec^-1	Halogenated Aliphatics: Elimination	27	24.69	wolfe N.L. et al Environ. Sci. Technol. 11, 1077, 1977.	the pH 3.9 reaction was in five percent acetonitrle-water solvent; the pH 12.1 is second order rate, units in M-1s-1	
35	3.9							8.6e-06			sec^-1	Halogenated Aliphatics: Elimination	95	24.69	wolfe N.L. et al Environ. Sci. Technol. 11, 1077, 1977.		
126	5			70			days				days	Carbamate Hydrolysis	22	17.9	104801_desmedipham_(PUBLIC)_(hydrolysis)	European Commission, Review Report for the active substance desmedipham, February 2004	
126	7			0.8166666666666668			days				days	Carbamate Hydrolysis	22	17.9	104801_desmedipham_(PUBLIC)_(hydrolysis)	European Commission, Review Report for the active substance desmedipham, February 2004	
126	9			0.007083333333333334			days				days	Carbamate Hydrolysis	22	17.9	104801_desmedipham_(PUBLIC)_(hydrolysis)	European Commission, Review Report for the active substance desmedipham, February 2004	
126	5			39			days				days	Carbamate Hydrolysis	25	17.9	104801_desmedipham_(PUBLIC)_(hydrolysis)		
126	7			0.5			days				days	Carbamate Hydrolysis	25	17.9	104801_desmedipham_(PUBLIC)_(hydrolysis)		
126	9			0.004861111111111111			days				days	Carbamate Hydrolysis	25	17.9	104801_desmedipham_(PUBLIC)_(hydrolysis)		
54	7.2			2.1			days				days	Organophosphorus Ester Hydrolysis	25	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
54	9			5.5			days				days	Organophosphorus Ester Hydrolysis	25	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
54	7.2			1			days				days	Organophosphorus Ester Hydrolysis	35	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
54	9			3.3			days				days	Organophosphorus Ester Hydrolysis	35	17.5	 Park BJ et al Korean Journal of Pesticide Science. 2(2), 1998, 39-44; xxxxxx_iprobenfos_(hydrolysis-DOCs)NO MAP-NEW		
177	5.4							1e-06			sec^-1	Nitrile Hydrolysis	20	19.97	Glezer V et. al Wat. Res. Vol. 33, 8, 1938-1948, 1999	final concentration of 20-50 ppm in o.1 N HCl, at 20 deg C	10.1016/s0043-1354(98)00361-3
177	7.2							9e-06			sec^-1	Nitrile Hydrolysis	20	19.97	Glezer V et. al Wat. Res. Vol. 33, 8, 1938-1948, 1999	final concentration of 20-50 ppm in o.1 N HCl, at 20 deg C	10.1016/s0043-1354(98)00361-3
177	8.7							8e-05			sec^-1	Nitrile Hydrolysis	20	19.97	Glezer V et. al Wat. Res. Vol. 33, 8, 1938-1948, 1999	final concentration of 20-50 ppm in o.1 N HCl, at 20 deg C	10.1016/s0043-1354(98)00361-3
179								1.78e-07			sec^-1	Nitrile Hydrolysis	20.149999999999977	19.97	Reckhow, D.A. et al AQUA 2001	rates measured at pH 6, 7, 7.5, 8, 8.5 & 9	
179								3.42			M^-1 sec^-1	Nitrile Hydrolysis	20.149999999999977	19.97	Reckhow, D.A. et al AQUA 2001	rates measured at pH 6, 7, 7.5, 8, 8.5 & 9	
67	7							300			sec^-1	Acid Halide Hydrolysis	20	19.05	Prager et al  J. Chem. Soc., Perkin Trans. 2, 2001		
50	5			2.08			days	3.8e-06			sec^-1	Organophosphorus Ester Hydrolysis	30	17.5	EFSA 108102 Dichlorvos		
50	7			0.75			days	1.09e-05			sec^-1	Organophosphorus Ester Hydrolysis	30	17.5	EFSA 108102 Dichlorvos		
50	9			0.67			days	1.19e-05			sec^-1	Organophosphorus Ester Hydrolysis	30	17.5	EFSA 108102 Dichlorvos		
50	7			1.3			days	6.13e-06			sec^-1	Organophosphorus Ester Hydrolysis	20	17.5	EFSA 108102 Dichlorvos		
50	13			0.0005416666666666666			days	0.0148			sec^-1	Organophosphorus Ester Hydrolysis	20	17.5	EFSA 108102 Dichlorvos		
100	5			363			days				days	Carboxylic Acid Ester Hydrolysis	25	14.34	EFSA Diclofop-methyl 10-11-2012	Goerlitz G., Eyrich U. 1990	
100	7			31.7			days				days	Carboxylic Acid Ester Hydrolysis	25	14.34	EFSA Diclofop-methyl 10-11-2012	Goerlitz G., Eyrich U. 1990	
100	9			0.52			days				days	Carboxylic Acid Ester Hydrolysis	25	14.34	EFSA Diclofop-methyl 10-11-2012	Goerlitz G., Eyrich U. 1990	
148	4			143.6			days	0.00048			days^-1	Sulfonylurea Hydrolysis	10	26.649139579349903	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	4			11.2			days	0.062			days^-1	Sulfonylurea Hydrolysis	25	26.649139579349903	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	4			3.5			days	0.198			days^-1	Sulfonylurea Hydrolysis	35	26.649139579349903	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	4			0.4			days	1.835			days^-1	Sulfonylurea Hydrolysis	50	26.649139579349903	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	7			9.7			days	0.071			days^-1	Sulfonylurea Hydrolysis	50	37.66730401529637	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	7			2.5			days	0.273			days^-1	Sulfonylurea Hydrolysis	60	37.66730401529637	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	7			0.3			days	2.187			days^-1	Sulfonylurea Hydrolysis	70	37.66730401529637	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	9			14.4			days	0.048			days^-1	Sulfonylurea Hydrolysis	50	39.69885277246654	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	9			2.7			days	0.253			days^-1	Sulfonylurea Hydrolysis	60	39.69885277246654	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
148	9			0.4			days	1.769			days^-1	Sulfonylurea Hydrolysis	70	39.69885277246654	129091_Ethametsulfuron_(EFSA Hydrolysis Information)		
124	9			13.310185185185185			days	5.950000000000001e-06			sec^-1	Carbamate Hydrolysis	20	17.9	Sanz-Asensio, Jesus, et al. Pestic. Sci. 1997, 50, 187-194		10.1002/(sici)1096-9063(199707)50:3<187::aid-ps580>3.0.co;2-h
124	12					0.00000833			0.013		sec^-1	Carbamate Hydrolysis	20	17.9	Sanz-Asensio, Jesus, et al. Pestic. Sci. 1997, 50, 187-194		10.1002/(sici)1096-9063(199707)50:3<187::aid-ps580>3.0.co;2-h
124	6			0.37037037037037035			days	2.15e-05			sec^-1	Carbamate Hydrolysis	50	17.9	Sanz-Asensio, Jesus, et al. Pestic. Sci. 1997, 50, 187-194		10.1002/(sici)1096-9063(199707)50:3<187::aid-ps580>3.0.co;2-h
124	9			0.013310185185185185			days	0.000625			sec^-1	Carbamate Hydrolysis	50	17.9	Sanz-Asensio, Jesus, et al. Pestic. Sci. 1997, 50, 187-194		10.1002/(sici)1096-9063(199707)50:3<187::aid-ps580>3.0.co;2-h
124	12					0.00000833			0.013		sec^-1	Carbamate Hydrolysis	50	17.9	Sanz-Asensio, Jesus, et al. Pestic. Sci. 1997, 50, 187-194		10.1002/(sici)1096-9063(199707)50:3<187::aid-ps580>3.0.co;2-h
90	7							0.0003499			sec^-1	Acid Halide Hydrolysis: another mechanism	24.525	17.66	Queen A. C. J. Chem. 45, 1619 (1967)		
161	10.602059991327963							0.77			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0004M NaOH	
161	10.681241237375588							0.91			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.00048M NaOH	
161	10.7481880270062							1.12			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	.00056M NaOH	
161	10.903089986991944							1.65			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0008M NaOH	
161	11.204119982655925							2.98			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0016M NaOH	
161	11.380211241711606							4.18			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0024M NaOH	
161	11.505149978319906							5.29			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0032M NaOH	
161	11.602059991327963							6.06			10^-3*s^-1	Lactone Hydrolysis	20	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.004 M NaOH	
161	10.602059991327963							0.96			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0004M NaOH	
161	10.681241237375588							1.11			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.00048M NaOH	
161	10.7481880270062							1.32			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	.00056M NaOH	
161	10.903089986991944							2.05			10^-3*s^-1	Lactone Hydrolysis	25	15.63	Ewais H.A. et al Res.J.Chem. Sci. 2(12) (2012) 57-64	0.0008M NaOH	
